Entry ID	travelerNames	birthDate	deathDate	gender	tourStartYear	tourEndYear	placeOfVisit	coordinates	visitStartYear	visitStartMonth	visitStartDay	visitEndYear	visitEndMonth	visitEndDay	markers	travelIndex
1	John Farr Abbot	1756	1794	Male	1793	1794	Padua	45.40638889,11.87777778	1793	10		1793	10			5
1	John Farr Abbot	1756	1794	Male	1793	1794	Ferrara	44.8381237,11.619787	1793	10		1793	10			6
1	John Farr Abbot	1756	1794	Male	1793	1794	Bologna	44.504822,11.34517956	1793	10	22	1793	10	24		7
1	John Farr Abbot	1756	1794	Male	1793	1794	Florence	43.77138889,11.25416667	1793	10	25	1793	10	29		8
1	John Farr Abbot	1756	1794	Male	1793	1794	Siena	43.31833333,11.33138889	1793	10	30	1793	10	30		9
1	John Farr Abbot	1756	1794	Male	1793	1794	Viterbo	42.4206766,12.107669	1793	10	31	1793	10	31		10
1	John Farr Abbot	1756	1794	Male	1793	1794	Rome	41.89305556,12.48277778	1793	11	1	1793	11	3		11
1	John Farr Abbot	1756	1794	Male	1793	1794	Naples	40.840141,14.25226021	1793	11	5	1793	12	20		12
1	John Farr Abbot	1756	1794	Male	1793	1794	Rome	41.89305556,12.48277778	1793	12	24	1794	3	6		13
1	John Farr Abbot	1756	1794	Male	1793	1794	Civita Castellana	42.2891482,12.4143169	1793	3		1793	3			14
1	John Farr Abbot	1756	1794	Male	1793	1794	Terni	42.56666667,12.65	1793	3		1793	3			15
1	John Farr Abbot	1756	1794	Male	1793	1794	Florence	43.77138889,11.25416667	1794	3	8	1794	3	20		16
1	John Farr Abbot	1756	1794	Male	1793	1794	Pisa	43.70853,10.4036	1794	3	21	1794	3	24		17
1	John Farr Abbot	1756	1794	Male	1793	1794	Leghorn	43.55,10.31666667	1794	3	24	1794	3	29		18
1	John Farr Abbot	1756	1794	Male	1793	1794	Modena	44.64783,10.92539	1794	3		1794	4			19
1	John Farr Abbot	1756	1794	Male	1793	1794	Parma	44.80147222,10.328	1794	4	3	1794	4	3		20
1	John Farr Abbot	1756	1794	Male	1793	1794	Piacenza	45.05242,9.69342	1794	4		1794	4			21
1	John Farr Abbot	1756	1794	Male	1793	1794	Novi	44.76246,8.787	1794	4	6	1794	4	6		22
1	John Farr Abbot	1756	1794	Male	1793	1794	Genoa	44.40718611,8.933983333	1794	4	7	1794	4	10		23
1	John Farr Abbot	1756	1794	Male	1793	1794	Turin	45.06666667,7.7	1794	4	11	1794	4	17		24
1	John Farr Abbot	1756	1794	Male	1793	1794	Milan	45.4654219,9.1859243	1794	4	18	1794	4	24		25
1	John Farr Abbot	1756	1794	Male	1793	1794	Harwich	51.93527778,1.2625	1794	8	25	1794	8	25		26
1.1	Mary Pearce	1762	1793	Female	1793	1793	England	51.50722222,-0.1275	1793	8	14	1793	8	14	dep.	0
1.1	Mary Pearce	1762	1793	Female	1793	1793	Verona	45.43815833,10.99374167	1793	10	13	1793	10	13		1
1.1	Mary Pearce	1762	1793	Female	1793	1793	Vicenza	45.54672,11.5475	1793	10		1793	10			2
1.1	Mary Pearce	1762	1793	Female	1793	1793	Padua	45.40638889,11.87777778	1793	10	15	1793	10	15		3
1.1	Mary Pearce	1762	1793	Female	1793	1793	Venice	45.43811,12.31814957	1793	10	16	1793	10	20		4
1.1	Mary Pearce	1762	1793	Female	1793	1793	Padua	45.40638889,11.87777778	1793	10		1793	10			5
1.1	Mary Pearce	1762	1793	Female	1793	1793	Ferrara	44.8381237,11.619787	1793	10		1793	10			6
1.1	Mary Pearce	1762	1793	Female	1793	1793	Bologna	44.504822,11.34517956	1793	10	22	1793	10	24		7
1.1	Mary Pearce	1762	1793	Female	1793	1793	Florence	43.77138889,11.25416667	1793	10	25	1793	10	29		8
1.1	Mary Pearce	1762	1793	Female	1793	1793	Siena	43.31833333,11.33138889	1793	10	30	1793	10	30		9
1.1	Mary Pearce	1762	1793	Female	1793	1793	Viterbo	42.4206766,12.107669	1793	10	31	1793	10	31		10
1.1	Mary Pearce	1762	1793	Female	1793	1793	Rome	41.89305556,12.48277778	1793	11	1	1793	11	3		11
1.1	Mary Pearce	1762	1793	Female	1793	1793	Naples	40.840141,14.25226021	1793	11	5	1793	12	11		12
2	Edward Abbott	1737	1791	Male	1760	1760	Rome	41.89305556,12.48277778	1760			1760			c.	0
3	John Abbott			Male	1758	1758	Leghorn	43.55,10.31666667	1758	9		1758	9			0
4	Abbott			Male	1763	1763	Naples	40.840141,14.25226021	1763	12	31	1763	12	31		0
6	Maj. Abercrombie	1706	1781	Male	1764	1764	Rome	41.89305556,12.48277778	1764	10		1764	10			0
7	Abercromby			Male	1728	1729	Rome	41.89305556,12.48277778	1728	11		1728	12	23		0
7	Abercromby			Male	1728	1729	Naples	40.840141,14.25226021	1728	12		1729	1			1
7	Abercromby			Male	1728	1729	Rome	41.89305556,12.48277778	1729	1	18	1729	1	18		2
8	Sir Ralph Abercromby	1734	1801	Male	1800	1800	Leghorn	43.55,10.31666667	1800	7		1800	8			0
9	Aberdeen			Male	1769	1770	Florence	43.77138889,11.25416667	1769	11	18	1769	11	25	by	0
9	Aberdeen			Male	1769	1770	Rome	41.89305556,12.48277778	1769	12	25	1769	12	25	by	1
9	Aberdeen			Male	1769	1770	Venice	45.43811,12.31814957	1770	5		1770	5			2
10	George Abernethy			Male	1733	1733	Pisa	43.70853,10.4036	1733	1		1733	1			0
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Rome	41.89305556,12.48277778	1763	2		1763	2			0
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Naples	40.840141,14.25226021	1763	3		1763	3			1
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Geneva	46.20222,6.14569	1763	9		1764	9			2
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Turin	45.06666667,7.7	1764	9		1764	9			3
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Rome	41.89305556,12.48277778	1765	2	7	1765	4		by	4
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Florence	43.77138889,11.25416667	1765	5	26	1765	5	26	by	5
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1763	1765	Geneva	46.20222,6.14569	1765	7		1767	1		-	6
12	Willoughby Bertie, 4th Earl of Abingdon	1740	1799	Male	1770	1770	Florence	43.77138889,11.25416667	1770			1770				7
13	Col. Abram			Male	1765	1766	Turin	45.06666667,7.7	1765	10	12	1765	10	12	by	0
15	Ackmooty	1687	1750	Male	1711	1711	Rome	41.89305556,12.48277778	1711	3	29	1711	3	29		0
15	Ackmooty	1687	1750	Male	1711	1711	Rome	41.89305556,12.48277778	1711	8	2	1711	8	2		1
16	John Dyke Acland	1746	1778	Male	1767	1767	London	51.50853,-0.12574	1766	10	7	1766	10	7	dep.	0
16	John Dyke Acland	1746	1778	Male	1767	1767	Florence	43.77138889,11.25416667	1767	2	5	1767	2	5	by	1
16	John Dyke Acland	1746	1778	Male	1767	1767	Venice	45.43811,12.31814957	1767	2	20	1767	2	20		2
16	John Dyke Acland	1746	1778	Male	1767	1767	Paris	48.85657778,2.351827778	1767	5		1767	5			3
17	John Acton	1703	1766	Male	1747	1766	Florence	43.77138889,11.25416667	1747			1766				0
17	John Acton	1703	1766	Male	1747	1766	Leghorn	43.55,10.31666667	1747			1766				1
17	John Acton	1703	1766	Male	1747	1766	Pisa	43.70853,10.4036	1747			1766				2
18	John Francis Edward Acton	1736	1811	Male	1755	1811	Florence	43.77138889,11.25416667	1755			1755				0
18	John Francis Edward Acton	1736	1811	Male	1755	1811	Pisa	43.70853,10.4036	1755			1778				1
18	John Francis Edward Acton	1736	1811	Male	1755	1811	Leghorn	43.55,10.31666667	1755			1778				2
18	John Francis Edward Acton	1736	1811	Male	1755	1811	Naples	40.840141,14.25226021	1778			1811				3
18	John Francis Edward Acton	1736	1811	Male	1755	1811	Palermo	38.115658,13.361262	1778			1811	8	11		4
18.1	Joseph Edward Acton	1737	1808	Male		1808	Naples	40.840141,14.25226021				1808			by	0
18.2	Mary Anne Acton	1786	1873	Female	1800	1811	Naples	40.840141,14.25226021	1800			1811			by, -	0
18.3	Ferdinand Richard Edward Acton	1801	1837	Male	1801		Naples	40.840141,14.25226021	1801						-	0
18.4	Charles Januarius Edward Acton	1803	1847	Male	1803	1847	Naples	40.840141,14.25226021	1803			1847				0
18.5	Elizabeth Acton	1806	1847	Female	1806	1829	Naples	40.840141,14.25226021	1806			1829				0
19	Dr Robert Adair	1716	1790	Male	1771	1772	Leghorn	43.55,10.31666667	1771	12	8	1771	12	8		0
19	Dr Robert Adair	1716	1790	Male	1771	1772	Pisa	43.70853,10.4036	1771	12	11	1771	12	22		1
19	Dr Robert Adair	1716	1790	Male	1771	1772	Leghorn	43.55,10.31666667	1771	12	23	1771	12	23		2
19	Dr Robert Adair	1716	1790	Male	1771	1772	Naples	40.840141,14.25226021	1771	12	29	1772	2	23		3
19	Dr Robert Adair	1716	1790	Male	1771	1772	Baiae	40.817558,14.07110977	1771	12		1772	12			4
19	Dr Robert Adair	1716	1790	Male	1777	1777	Trento	46.06787,11.12108	1777	7	15	1777	7	15		5
19	Dr Robert Adair	1716	1790	Male	1777	1777	Venice	45.43811,12.31814957	1777	9	17	1777	9	17		6
19	Dr Robert Adair	1716	1790	Male	1777	1777	England	51.50722222,-0.1275	1777	10	23	1777	10	23		7
20	William Adair			Male	1796	1796	Venice	45.43811,12.31814957	1796	4	17	1796	4	30		0
20	William Adair			Male	1796	1796	Padua	45.40638889,11.87777778	1796	5	13	1796	5	15		1
20	William Adair			Male	1796	1796	Vicenza	45.54672,11.5475	1796	5	15	1796	5	17		2
20	William Adair			Male	1796	1796	Bassano	45.76656,11.72739	1796	6	4	1796	6	4		3
21	James Adam	1732	1794	Male	1760	1763	England	51.50722222,-0.1275	1760	5		1760	5		dep.	0
21	James Adam	1732	1794	Male	1760	1763	Turin	45.06666667,7.7	1760	6	13	1760	6	13		1
21	James Adam	1732	1794	Male	1760	1763	Venice	45.43811,12.31814957	1760	6	25	1760	10	20	by	2
21	James Adam	1732	1794	Male	1760	1763	Pola	44.865791,13.84943962	1760	10		1760	10			3
21	James Adam	1732	1794	Male	1760	1763	Padua	45.40638889,11.87777778	1760	10		1760	10			4
21	James Adam	1732	1794	Male	1760	1763	Vicenza	45.54672,11.5475	1760	10		1760	10			5
21	James Adam	1732	1794	Male	1760	1763	Verona	45.43815833,10.99374167	1760	10		1760	10			6
21	James Adam	1732	1794	Male	1760	1763	Ferrara	44.8381237,11.619787	1760	10		1760	11			7
21	James Adam	1732	1794	Male	1760	1763	Bologna	44.504822,11.34517956	1760	11	22	1760	11	22	-	8
21	James Adam	1732	1794	Male	1760	1763	Florence	43.77138889,11.25416667	1760	11	23	1761	2	20		9
21	James Adam	1732	1794	Male	1760	1763	Pisa	43.70853,10.4036	1760	12		1761	1		late; early	10
21	James Adam	1732	1794	Male	1760	1763	Leghorn	43.55,10.31666667	1760	12		1761	1		late; early	11
21	James Adam	1732	1794	Male	1760	1763	Siena	43.31833333,11.33138889	1761	2		1761	2			12
21	James Adam	1732	1794	Male	1760	1763	Rome	41.89305556,12.48277778	1761	2	24	1761	8			13
21	James Adam	1732	1794	Male	1760	1763	Naples	40.840141,14.25226021	1761	8		1761	12			14
21	James Adam	1732	1794	Male	1760	1763	Benevento	41.1297613,14.7826208	1761	9		1761	12			15
21	James Adam	1732	1794	Male	1760	1763	Pompeii	40.750556,14.489722	1761	9		1761	12			16
21	James Adam	1732	1794	Male	1760	1763	Capri	40.55073,14.24263	1761	9		1761	12			17
21	James Adam	1732	1794	Male	1760	1763	Paestum	40.42,15.00555556	1761	11		1761	11		mid-	18
21	James Adam	1732	1794	Male	1760	1763	Rome	41.89305556,12.48277778	1761	12	13	1763	5			19
21	James Adam	1732	1794	Male	1760	1763	Florence	43.77138889,11.25416667	1763	5		1763	12			20
21	James Adam	1732	1794	Male	1760	1763	Bologna	44.504822,11.34517956	1763	5		1763	12			21
21	James Adam	1732	1794	Male	1760	1763	Parma	44.80147222,10.328	1763	5		1763	12			22
22	John Adam			Male	1767	1767	Venice	45.43811,12.31814957	1767	9	10	1767	9	10		0
23	Robert Adam	1728	1792	Male	1755	1757	Edinburgh	55.9543,-3.20188999	1754	10		1754	10		dep.	0
23	Robert Adam	1728	1792	Male	1755	1757	Genoa	44.40718611,8.933983333	1755	1	9	1755	1	9		1
23	Robert Adam	1728	1792	Male	1755	1757	Leghorn	43.55,10.31666667	1755	1		1755	1			2
23	Robert Adam	1728	1792	Male	1755	1757	Pisa	43.70853,10.4036	1755	1		1755	1			3
23	Robert Adam	1728	1792	Male	1755	1757	Florence	43.77138889,11.25416667	1755	1	30	1755	2	20		4
23	Robert Adam	1728	1792	Male	1755	1757	Siena	43.31833333,11.33138889	1755	2		1755	2			5
23	Robert Adam	1728	1792	Male	1755	1757	Rome	41.89305556,12.48277778	1755	2	24	1755	4			6
23	Robert Adam	1728	1792	Male	1755	1757	Naples	40.840141,14.25226021	1755	4		1755	4			7
23	Robert Adam	1728	1792	Male	1755	1757	Baiae	40.817558,14.07110977	1755	4		1755	4			8
23	Robert Adam	1728	1792	Male	1755	1757	Cumae	40.848611,14.053611	1755	4		1755	4			9
23	Robert Adam	1728	1792	Male	1755	1757	Solfatara	40.82758,14.1394	1755	4		1755	4			10
23	Robert Adam	1728	1792	Male	1755	1757	Posillipo	40.81139,14.20172977	1755	4		1755	4			11
23	Robert Adam	1728	1792	Male	1755	1757	Caserta	41.07262,14.33231	1755	4		1755	4			12
23	Robert Adam	1728	1792	Male	1755	1757	Herculaneum	40.80569,14.34799	1755	4		1755	4			13
23	Robert Adam	1728	1792	Male	1755	1757	Portici	40.81563,14.33716	1755	4		1755	4			14
23	Robert Adam	1728	1792	Male	1755	1757	Rome	41.89305556,12.48277778	1755	4	22	1755	9	13		15
23	Robert Adam	1728	1792	Male	1755	1757	Caprarola	42.3272312,12.2387494	1755	9		1755	10			16
23	Robert Adam	1728	1792	Male	1755	1757	Narni	42.517799,12.51640034	1755	9		1755	10			17
23	Robert Adam	1728	1792	Male	1755	1757	Terni	42.56666667,12.65	1755	9		1755	10			18
23	Robert Adam	1728	1792	Male	1755	1757	Spoleto	42.73333333,12.73333333	1755	9		1755	10			19
23	Robert Adam	1728	1792	Male	1755	1757	Rimini	44.05755,12.56528	1755	9		1755	10			20
23	Robert Adam	1728	1792	Male	1755	1757	Ravenna	44.4183598,12.2035294	1755	9		1755	10			21
23	Robert Adam	1728	1792	Male	1755	1757	Rome	41.89305556,12.48277778	1755	10	12	1756	6		by	22
23	Robert Adam	1728	1792	Male	1755	1757	Sora	41.7188539,13.6130491	1756	6		1756	6			23
23	Robert Adam	1728	1792	Male	1755	1757	Rome	41.89305556,12.48277778	1756	6		1757	5			24
23	Robert Adam	1728	1792	Male	1755	1757	Albano	41.728534,12.658854	1756	10		1757	10			25
23	Robert Adam	1728	1792	Male	1755	1757	Frascati	41.8091,12.67942	1756	10		1757	10			26
23	Robert Adam	1728	1792	Male	1755	1757	Florence	43.77138889,11.25416667	1757	5		1757	5			27
23	Robert Adam	1728	1792	Male	1755	1757	Bologna	44.504822,11.34517956	1757	5		1757	6			28
23	Robert Adam	1728	1792	Male	1755	1757	Padua	45.40638889,11.87777778	1757	6	23	1757	6	23	by	29
23	Robert Adam	1728	1792	Male	1755	1757	Venice	45.43811,12.31814957	1757	7	6	1757	7	11		30
23	Robert Adam	1728	1792	Male	1755	1757	Spalato	43.506969,16.44207001	1757	7	22	1757	8	28		31
23	Robert Adam	1728	1792	Male	1755	1757	Venice	45.43811,12.31814957	1757	9	11	1757	10	12		32
23	Robert Adam	1728	1792	Male	1755	1757	Vicenza	45.54672,11.5475	1757	9		1757	10			33
23	Robert Adam	1728	1792	Male	1755	1757	Verona	45.43815833,10.99374167	1757	9		1757	10			34
23	Robert Adam	1728	1792	Male	1755	1757	London	51.50853,-0.12574	1758	1	17	1758	1	17		35
23.1	Donald 			Male	1755	1757	Edinburgh	55.9543,-3.20188999	1754	10		1754	10		dep.	0
23.1	Donald 			Male	1755	1757	Genoa	44.40718611,8.933983333	1755	1	9	1755	1	9		1
23.1	Donald 			Male	1755	1757	Leghorn	43.55,10.31666667	1755	1		1755	1			2
23.1	Donald 			Male	1755	1757	Pisa	43.70853,10.4036	1755	1		1755	1			3
23.1	Donald 			Male	1755	1757	Florence	43.77138889,11.25416667	1755	1	30	1755	2	20		4
23.1	Donald 			Male	1755	1757	Siena	43.31833333,11.33138889	1755	2		1755	2			5
23.1	Donald 			Male	1755	1757	Rome	41.89305556,12.48277778	1755	2	24	1755	4			6
23.1	Donald 			Male	1755	1757	Naples	40.840141,14.25226021	1755	4		1755	4			7
23.1	Donald 			Male	1755	1757	Baiae	40.817558,14.07110977	1755	4		1755	4			8
23.1	Donald 			Male	1755	1757	Cumae	40.848611,14.053611	1755	4		1755	4			9
23.1	Donald 			Male	1755	1757	Solfatara	40.82758,14.1394	1755	4		1755	4			10
23.1	Donald 			Male	1755	1757	Posillipo	40.81139,14.20172977	1755	4		1755	4			11
23.1	Donald 			Male	1755	1757	Caserta	41.07262,14.33231	1755	4		1755	4			12
23.1	Donald 			Male	1755	1757	Herculaneum	40.80569,14.34799	1755	4		1755	4			13
23.1	Donald 			Male	1755	1757	Portici	40.81563,14.33716	1755	4		1755	4			14
23.1	Donald 			Male	1755	1757	Rome	41.89305556,12.48277778	1755	4	22	1755	9	13		15
23.1	Donald 			Male	1755	1757	Caprarola	42.3272312,12.2387494	1755	9		1755	10			16
23.1	Donald 			Male	1755	1757	Narni	42.517799,12.51640034	1755	9		1755	10			17
23.1	Donald 			Male	1755	1757	Terni	42.56666667,12.65	1755	9		1755	10			18
23.1	Donald 			Male	1755	1757	Spoleto	42.73333333,12.73333333	1755	9		1755	10			19
23.1	Donald 			Male	1755	1757	Rimini	44.05755,12.56528	1755	9		1755	10			20
23.1	Donald 			Male	1755	1757	Ravenna	44.4183598,12.2035294	1755	9		1755	10			21
23.1	Donald 			Male	1755	1757	Rome	41.89305556,12.48277778	1755	10	12	1756	6		by	22
23.1	Donald 			Male	1755	1757	Sora	41.7188539,13.6130491	1756	6		1756	6			23
23.1	Donald 			Male	1755	1757	Rome	41.89305556,12.48277778	1756	6		1757	5			24
23.1	Donald 			Male	1755	1757	Albano	41.728534,12.658854	1756	10		1757	10			25
23.1	Donald 			Male	1755	1757	Frascati	41.8091,12.67942	1756	10		1757	10			26
23.1	Donald 			Male	1755	1757	Florence	43.77138889,11.25416667	1757	5		1757	5			27
23.1	Donald 			Male	1755	1757	Bologna	44.504822,11.34517956	1757	5		1757	6			28
23.1	Donald 			Male	1755	1757	Padua	45.40638889,11.87777778	1757	6	23	1757	6	23	by	29
23.1	Donald 			Male	1755	1757	Venice	45.43811,12.31814957	1757	7	6	1757	7	11		30
23.1	Donald 			Male	1755	1757	Spalato	43.506969,16.44207001	1757	7	22	1757	8	28		31
23.1	Donald 			Male	1755	1757	Venice	45.43811,12.31814957	1757	9	11	1757	10	12		32
23.1	Donald 			Male	1755	1757	Vicenza	45.54672,11.5475	1757	9		1757	10			33
23.1	Donald 			Male	1755	1757	Verona	45.43815833,10.99374167	1757	9		1757	10			34
23.1	Donald 			Male	1755	1757	London	51.50853,-0.12574	1758	1	17	1758	1	17		35
24	C. Adams			Male	1796	1796	Naples	40.840141,14.25226021	1796	10		1796	10			0
25	Edmond Adams			Male	1767	1786	Naples	40.840141,14.25226021	1767			1786			-	0
26	Lady Mary Adams			Female	1794	1795	Vienna	48.20849,16.37208	1794	1		1794	11			0
26	Lady Mary Adams			Female	1794	1795	Venice	45.43811,12.31814957	1794	11	5	1794	12	20		1
26	Lady Mary Adams			Female	1794	1795	Padua	45.40638889,11.87777778	1795	6		1795	6			2
26	Lady Mary Adams			Female	1794	1795	Venice	45.43811,12.31814957	1795	6	3	1795	6	5		3
27	Adams			Male	1716	1716	Rome	41.89305556,12.48277778	1716			1716				0
27	Adams			Male	1756	1756	Rome	41.89305556,12.48277778	1756			1756				1
27	Adams			Male	1780	1780	Venice	45.43811,12.31814957	1780	7	1	1780	7	1		2
27.1	Mrs Adams			Female	1716	1716	Rome	41.89305556,12.48277778	1716			1716				0
27.2	First Son of Adams			Male	1716	1716	Rome	41.89305556,12.48277778	1716			1716				0
27.3	Second Son of Adams			Male	1716	1716	Rome	41.89305556,12.48277778	1716			1716				0
27.4	Third Son of Adams			Male	1716	1716	Rome	41.89305556,12.48277778	1716			1716				0
28	Andrew Adamson			Male	1775	1775	Naples	40.840141,14.25226021	1775	2	21	1775	2	21	by	0
28	Andrew Adamson			Male	1775	1775	Florence	43.77138889,11.25416667	1775	4		1775	4			1
28	Andrew Adamson			Male	1775	1775	Venice	45.43811,12.31814957	1775	5	22	1775	5	22		2
29	Joseph Addison	1672	1719	Male	1700	1701	Oxford	51.751944,-1.257778	1699	8		1699	9		dep.	0
29	Joseph Addison	1672	1719	Male	1700	1701	Genoa	44.40718611,8.933983333	1700	12		1700	12			1
29	Joseph Addison	1672	1719	Male	1700	1701	Pavia	45.18528056,9.155	1700	12		1701	1			2
29	Joseph Addison	1672	1719	Male	1700	1701	Milan	45.4654219,9.1859243	1700	12		1701	1			3
29	Joseph Addison	1672	1719	Male	1700	1701	Padua	45.40638889,11.87777778	1701	1	9	1701	1	9		4
29	Joseph Addison	1672	1719	Male	1700	1701	Venice	45.43811,12.31814957	1701	1		1701	1			5
29	Joseph Addison	1672	1719	Male	1700	1701	Ferrara	44.8381237,11.619787	1701	2		1701	2			6
29	Joseph Addison	1672	1719	Male	1700	1701	Ravenna	44.4183598,12.2035294	1701	2		1701	2			7
29	Joseph Addison	1672	1719	Male	1700	1701	Rimini	44.05755,12.56528	1701	2		1701	2			8
29	Joseph Addison	1672	1719	Male	1700	1701	San Marino	43.93333333,12.46666667	1701	2		1701	2			9
29	Joseph Addison	1672	1719	Male	1700	1701	Loreto	43.4396423,13.6065668	1701	2		1701	2			10
29	Joseph Addison	1672	1719	Male	1700	1701	Rome	41.89305556,12.48277778	1701	2		1701	2			11
29	Joseph Addison	1672	1719	Male	1700	1701	Naples	40.840141,14.25226021	1701	2		1701	6			12
29	Joseph Addison	1672	1719	Male	1700	1701	Posillipo	40.81139,14.20172977	1701	2		1701	6			13
29	Joseph Addison	1672	1719	Male	1700	1701	Capri	40.55073,14.24263	1701	2		1701	6			14
29	Joseph Addison	1672	1719	Male	1700	1701	Rome	41.89305556,12.48277778	1701	6		1701	10			15
29	Joseph Addison	1672	1719	Male	1700	1701	Siena	43.31833333,11.33138889	1701	10		1701	11			16
29	Joseph Addison	1672	1719	Male	1700	1701	Pisa	43.70853,10.4036	1701	10		1701	11			17
29	Joseph Addison	1672	1719	Male	1700	1701	Lucca	43.84198,10.51531029	1701	10		1701	11			18
29	Joseph Addison	1672	1719	Male	1700	1701	Florence	43.77138889,11.25416667	1701	11	6	1701	11	12		19
29	Joseph Addison	1672	1719	Male	1700	1701	Bologna	44.504822,11.34517956	1701	11		1701	12			20
29	Joseph Addison	1672	1719	Male	1700	1701	Modena	44.64783,10.92539	1701	11		1701	12			21
29	Joseph Addison	1672	1719	Male	1700	1701	Parma	44.80147222,10.328	1701	11		1701	12			22
29	Joseph Addison	1672	1719	Male	1700	1701	Turin	45.06666667,7.7	1701	11		1701	12			23
29	Joseph Addison	1672	1719	Male	1700	1701	Geneva	46.20222,6.14569	1701	12	9	1701	12	9	by	24
30	William Adey			Male	1766	1773	Leghorn	43.55,10.31666667	1766			1773			-; -	0
30	William Adey			Male	1766	1773	Pisa	43.70853,10.4036	1766			1773			-; -	1
31	J. Affleck			Male	1776	1776	Florence	43.77138889,11.25416667	1776	12	14	1776	12	14		0
32	Henry Welbore Agar	1761	1836	Male	1783	1783	Rome	41.89305556,12.48277778	1783	5		1783	5		by	0
32	Henry Welbore Agar	1761	1836	Male	1787	1788	Bologna	44.504822,11.34517956	1788	5		1788	5			1
33	Agus			Male	1770	1770	Florence	43.77138889,11.25416667	1770			1770			-; -	0
34	John Aikman	1691	1770	Male	1746	1747	Rome	41.89305556,12.48277778	1746			1747			-; -	0
35	John Aikman	1679	1752	Male	1709	1752	Leghorn	43.55,10.31666667	1709			1752			c.	0
36	William Aikman	1682	1731	Male	1707	1711	London	51.50853,-0.12574	1707	6		1707	8			0
36	William Aikman	1682	1731	Male	1707	1711	Florence	43.77138889,11.25416667	1707	6		1707	10			1
36	William Aikman	1682	1731	Male	1707	1711	Rome	41.89305556,12.48277778	1707	6		1707	10			2
36	William Aikman	1682	1731	Male	1707	1711	Constantinople	41.01384,28.94966	1709	10		1709	10			3
36	William Aikman	1682	1731	Male	1707	1711	Smyrna	38.418611,27.139167	1710	2		1710	2			4
36	William Aikman	1682	1731	Male	1707	1711	Florence	43.77138889,11.25416667	1710	4	12	1710	4	12	by	5
